{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01418|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01419|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xb9\xd6', 'rf_data': 'T|MeksSat |00002|032439|N|53.30881|W|6.22492|8.30|44.50|+29.562|+23.625|1000.6797', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xb9\xd6', 'rf_data': 'D|MEKSSat|29.6|22.8|57.52455|22.46417', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01420|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01421|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01422|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01423|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01424|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01425|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xb9\xd6', 'rf_data': 'T|MeksSat |00003|032500|N|53.30884|W|6.22490|99.90|49.30|+29.500|+23.687|1000.6979', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01426|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xb9\xd6', 'rf_data': 'D|MEKSSat|29.8|22.8|56.93746|22.49361', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01427|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01428|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01429|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01430|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01431|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01432|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01433|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
